Build No.,Project Code,Serial No.,Build Letter,Customer,Date,Gbox/Diff,Pass/Fail,Tested by,Mass
1529B-298-A,1529B,298,A,Lamborghini,16/11/2017,Gearbox,PASS,RC,63.1
522-050F-C,522,050,C,X-raid,15/11/2017,Diff - Front,FAIL,RC,53.9
1529B-299-A,1529B,299,A,Lamborghini,16/11/2017,Gearbox,PASS,PS,63
1529B-300-A,1529B,300,A,Lamborghini,16/11/2017,Gearbox,PASS,PS,63
1529B-297-A,1529B,297,A,Lamborghini,16/11/2017,Gearbox,PASS,RC,63.05
1278-001-D,1278,001,D,X-raid,17/11/2017,Gearbox,PASS,PS,119.75
1046T-022-A,1046T,022,A,Hyundai,17/11/2017,Gearbox,PASS,PS,37.25
1278-004-B,1278,004,B,X-raid,17/11/2017,Gearbox,PASS,PS,120.25
1278-005-B,1278,005,B,X-raid,17/11/2017,Gearbox,PASS,PS,120.3
1046T-023-A,1046T,023,A,Hyundai,17/11/2017,Gearbox,PASS,PS,37.15
1278-006-B,1278,006,B,X-raid,17/11/2017,Gearbox,PASS,PS,120.1
1159FA-088-A,1159FA,088,A,Oreca,17/11/2017,Gearbox,PASS,PS,66.2
1046T-024-A,1046T,024,A,Hyundai,17/11/2017,Gearbox,PASS,PS,37.1
1046T-025-A,1046T,025,A,Hyundai,17/11/2017,Gearbox,PASS,PS,37.15
1159FA-088-A1,1159FA,088,A,Oreca,17/11/2017,Gearbox,PASS,PS,66.2
522-041F-C,522,041,C,X-raid,20/11/2017,Diff - Front,PASS,PS,53.8
522-047F-C,522,047,C,X-raid,20/11/2017,Diff - Front,PASS,PS,53.95
1278-003-B,1278,003,B,X-raid,20/11/2017,Gearbox,PASS,PS,119.85
522-002R-N,522,002,N,X-raid,20/11/2017,Diff - Rear,PASS,PS,54.2
522-002R-P,522,002,P,X-raid,20/11/2017,Diff - Rear,PASS,CRB,54.2
1046T-026-A,1046T,026,A,Hyundai,20/11/2017,Gearbox,PASS,CRB,37.2
1046T-029-A,1046T,029,A,Hyundai,20/11/2017,Gearbox,PASS,CRB,37.15
1209-104-A,1209,104,A,Michelotto,21/11/2017,Gearbox,PASS,CRB,66.2
1046T-027-A,1046T,027,A,Hyundai,20/11/2017,Gearbox,FAIL,CRB,37.3
1046-130-A,1046,130,A,JAS,22/11/2017,Gearbox,PASS,RC,35.35
1046T-030-A,1046T,030,A,Hyundai,22/11/2017,Gearbox,PASS,RC,37.2
1273-001-C,1273,001,C,Mahindra,22/11/2017,Gearbox,PASS,RC,20.75
1046T-028-A,1046T,028,A,Hyundai,23/11/2017,Gearbox,PASS,PS,37.2
1159FC-089-A,1159FC,089,A,Dallara,23/11/2017,Gearbox,FAIL,PS,64.9
522-050F-C,522,050,C,X-raid,24/11/2017,Diff - Front,FAIL,RC,53.8
529ZB-011-A,529ZB,011,A,Bmw Motorsport,29/11/2017,Gearbox,PASS,CRB,61.9
1152-206-B,1152,206,B,Oreca,30/11/2017,Gearbox,PASS,PS,66.35
1192B-PM51-A,1192B,PM5,A,Pagani,30/11/2017,Gearbox,PASS,PS,113.75
529ZB-010-A,529ZB,010,A,BMW,30/11/2017,Gearbox,PASS,CRB,60.8
1286A-003-A,1286A,003,A,VW,30/11/2017,Gearbox,PASS,CRB,57.2
1192B-PM49-A,1192B,PM4,A,Pagani,30/11/2017,Gearbox,PASS,PS,114.05
1529B-301-A,1529B,301,A,Lamborghini,30/11/2017,Gearbox,PASS,CRB,63
1286A-004-A,1286A,004,A,VW,30/11/2017,Gearbox,PASS,PS,57.4
1529B-302-A,1529B,302,A,Lamborghini,30/11/2017,Gearbox,PASS,CRB,62.9
1529B-303-A,1529B,303,A,Lamborghini,30/11/2017,Gearbox,PASS,CRB,62.9
1278-002-B,1278,002,B,X-raid,01/12/2017,Gearbox,FAIL,CRB,121.05
1152-067-B,1152,067,B,Oreca,06/12/2017,Gearbox,PASS,PS,66.35
529Y-108-A,529Y,108,A,Nismo,08/12/2017,Gearbox,FAIL,RC,66.15
1202C-099R-A,1202C,099,A,Skoda,12/12/2017,Diff,PASS,CRB,36.45
1202C-097R-A,1202C,097,A,Skoda,12/12/2017,Diff,PASS,CRB,36.5
1202C-098-A,1202C,098,A,Skoda,12/12/2017,Gearbox,PASS,PS,58.2
1202C-098R-A,1202C,098,A,Skoda,12/12/2017,Diff,PASS,CRB,36.4
1202C-100R-A,1202C,100,A,Skoda,12/12/2017,Diff,PASS,CRB,36.7
1202C-100-A,1202C,100,A,Skoda,12/12/2017,Gearbox,PASS,PS,58.3
1202C-101R-A,1202C,101,A,Skoda,12/12/2017,Diff,PASS,PS,36.6
1202C-099-A,1202C,099,A,Skoda,13/12/2017,Gearbox,PASS,PS,58.4
1046T-031-A,1046T,031,A,Hyundai,13/12/2017,Gearbox,PASS,RC,37.2
1046T-032-A,1046T,032,A,Hyundai,13/12/2017,Gearbox,PASS,RC,37.2
1202C-097-A,1202C,097,A,Skoda,12/12/2017,Gearbox,PASS,PS,58.1
1046T-033-A,1046T,033,A,Hyundai,13/12/2017,Gearbox,PASS,RC,37.3
1202C-104-A,1202C,104,A,Skoda,12/12/2017,Gearbox,PASS,RC,57.9
1046T-034-A,1046T,034,A,Hyundai,13/12/2017,Gearbox,PASS,RC,37.2
1202C-103R-A,1202C,103,A,Skoda,13/12/2017,Diff,PASS,RC,36.5
1202C-104R-A,1202C,104,A,Skoda,13/12/2017,Diff,PASS,RC,36.4
1202C-102R-A,1202C,102,A,Skoda,12/12/2017,Diff,FAIL,PS,36.6
529Y-109-A,529Y,109,A,Nismo,14/12/2017,Gearbox,PASS,RC,66.35
1046T-036-A,1046T,036,A,Hyundai,14/12/2017,Gearbox,PASS,RC,37.2
1529B-304-A,1529B,304,A,Lamborghini,14/12/2017,Gearbox,FAIL,PS,63
1046T-038-A,1046T,038,A,Hyundai,14/12/2017,Gearbox,PASS,RC,37.25
1202C-089R-A,1202C,089,A,Skoda,14/12/2017,Diff,PASS,RC,36.65
1202C-090R-A,1202C,090,A,Skoda,14/12/2017,Diff,PASS,RC,36.65
1202C-091R-A,1202C,091,A,Skoda,14/12/2017,Diff,PASS,RC,36.5
1202C-092R-A,1202C,092,A,Skoda,14/12/2017,Diff,PASS,RC,36.5
1046T-040-A,1046T,040,A,Hyundai,14/12/2017,Gearbox,PASS,RC,37.25
1529B-305-A,1529B,305,A,Lamborghini,14/12/2017,Gearbox,PASS,PS,63.1
1046T-042-A,1046T,042,A,Hyundai,14/12/2017,Gearbox,PASS,RC,37.2
1046T-039-A,1046T,039,A,Hyundai,14/12/2017,Gearbox,PASS,RC,37.15
1529B-308-A,1529B,308,A,Lamborghini,14/12/2017,Gearbox,FAIL,PS,63.1
1529B-307-A,1529B,307,A,Lamborghini,14/12/2017,Gearbox,FAIL,PS,63.15
1529B-306-A,1529B,306,A,Lamborghini,14/12/2017,Gearbox,FAIL,PS,63.1
1046T-037-A,1046T,037,A,Hyundai,14/12/2017,Gearbox,FAIL,RC,37.25
1202C-104-A,1202C,104,A,Skoda,14/12/2017,Gearbox,PASS,PS,57.9
1046T-044-A,1046T,044,A,Hyundai,14/12/2017,Gearbox,PASS,RC,37.25
1202C-103-A,1202C,103,A,Skoda,15/12/2017,Gearbox,PASS,PS,58.5
1046T-045-A,1046T,045,A,Hyundai,14/12/2017,Gearbox,PASS,CRB,37.35
1046T-041-A,1046T,041,A,Hyundai,14/12/2017,Gearbox,FAIL,RC,37.25
1046T-043-A,1046T,043,A,Hyundai,14/12/2017,Gearbox,FAIL,RC,37.15
1202C-101-A,1202C,101,A,Skoda,15/12/2017,Gearbox,PASS,PS,58.4
1202C-102-A,1202C,102,A,Skoda,15/12/2017,Gearbox,FAIL,PS,58.1
1227C-001-A,1227C,001,A,VW,15/12/2017,Gearbox,Pass,CRB,45
1529E-022-A,1529E,022,A,Honda,15/12/2017,Gearbox,PASS,PS,57.65
1529E-021-A,1529E,021,A,Honda,15/12/2017,Gearbox,FAIL,PS,57.85
1529E-023-A,1529E,023,A,Honda,15/12/2017,Gearbox,FAIL,PS,57.75
1529E-024-A,1529E,024,A,JAS,19/12/2017,Gearbox,PASS,PS,57.7
1529E-025-A,1529E,025,A,JAS,19/12/2017,Gearbox,FAIL,CRB,57.7
427-043A-A,427,043,A,TMG,20/12/2017,Diff,PASS,CRB,33
1159H-090-A,1159H,090,A,Ginetta,19/12/2017,Gearbox,FAIL,PS,84.05
1159FA-020-D,1159FA,020,D,Oreca,21/12/2017,Gearbox,FAIL,CRB,64.85
529ZD-012-A,529ZD,012,A,BMW,21/12/2017,Gearbox,PASS,PS,60.7
529Y-110-A,529Y,110,A,Nismo,21/12/2017,Gearbox,PASS,RC,66.2
529Y-111-A,529Y,111,A,Nismo,21/12/2017,Gearbox,FAIL,RC,66.2
529ZD-013-A,529ZD,013,A,BMW,21/12/2017,Gearbox,FAIL,CRB,61.6
1046T-046-A,1046T,046,A,Hyundai,04/01/2018,Gearbox,PASS,RC,37.2
1046T-049-A,1046T,049,A,Hyundai,04/01/2018,Gearbox,PASS,RC,37.15
1046T-048-A,1046T,048,A,Hyundai,04/01/2018,Gearbox,PASS,RC,37.25
1046T-050-A,1046T,050,A,Hyundai,05/01/2018,Gearbox,PASS,RC,37.25
1152-139-B,1152,139,B,Oreca,05/01/2018,Gearbox,PASS,PS,66.5
1273-006-C,1273,006,C,Mahindra,05/01/2018,Gearbox,PASS,RC,20.6
529Y-112-A,529Y,112,A,Nismo,08/01/2018,Gearbox,PASS,CRB,66.15
529Y-113-A,529Y,113,A,Nismo,08/01/2018,Gearbox,PASS,CRB,66.15
1159FC-093-A,1159FC,093,A,Dallara,08/01/2018,Gearbox,PASS,CRB,65.1
1046T-047-A,1046T,047,A,Hyundai,10/01/2018,Gearbox,PASS,CRB,37.2
1046T-035-A,1046T,035,A,Hyundai,11/01/2018,Gearbox,PASS,CRB,37.3
1209-106-A,1209,106,A,Michelotto,11/01/2018,Gearbox,PASS,CRB,66.2
1209-105-A,1209,105,A,Michelotto,11/01/2018,Gearbox,FAIL,CRB,66.2
1046-130-B,1046,130,B,JAS,15/01/2018,Gearbox,PASS,CRB,35.35
1046-131-B,1046,131,B,JAS,15/01/2018,Gearbox,PASS,CRB,35.5
1046-132-A,1046,132,A,JAS,15/01/2018,Gearbox,PASS,CRB,35.35
1192B-VP9-H,1192B,VP9,H,Pagani,16/01/2018,Gearbox,PASS,CRB,117.9
1202C-106R-A,1202C,106,A,Skoda,17/01/2018,Diff,PASS,CRB,36.4
1202C-105R-A,1202C,105,A,Skoda,17/01/2018,Diff,PASS,CRB,36.4
1202C-107R-A,1202C,107,A,Skoda,17/01/2018,Diff,PASS,CRB,36.4
1202C-108R-A,1202C,108,A,Skoda,17/01/2018,Diff,PASS,CRB,36.4
1529B-309-A,1529B,309,A,Lamborghini,17/01/2018,Gearbox,PASS,RC,63.6
1529F-004-A,1529F,004,A,Aston Martin,17/01/2018,Gearbox,PASS,CRB,59.6
1529F-003-A,1529F,003,A,Aston Martin,17/01/2018,Gearbox,FAIL,PS,59.6
1529B-310-A,1529B,310,A,Lamborghini,18/01/2018,Gearbox,PASS,CRB,63.1
1529B-311-A,1529B,311,A,Lamborghini,18/01/2018,Gearbox,PASS,CRB,63.1
1287-002R-A,1287,002,A,TMG,19/01/2018,Diff,PASS,CRB,29.95
1287-001R-A,1287,001,A,TMG,19/01/2018,Diff,PASS,CRB,30
1287-003R-A,1287,003,A,TMG,19/01/2018,Diff,PASS,CRB,29.9
1153-009R-C,1153,009,C,WSR,23/01/2018,Diff,PASS,PS,24.1
1046T-051-A,1046T,051,A,Hyundai,24/01/2018,Gearbox,PASS,CRB,37.25
1046T-054-A,1046T,054,A,Hyundai,25/01/2018,Gearbox,PASS,RC,37.25
1046T-055-A,1046T,055,A,Hyundai,25/01/2018,Gearbox,PASS,RC,37.15
1046T-056-A,1046T,056,A,Hyundai,25/01/2018,Gearbox,PASS,RC,37.15
1046T-021-A,1046T,021,A,Hyundai,25/01/2018,Gearbox,PASS,RC,37.25
1046T-053-A,1046T,053,A,Hyundai,25/01/2018,Gearbox,PASS,RC,37.2
1080-034-B,1080,034,B,WSR,29/01/2018,Gearbox,FAIL,CRB,24.8
426G-011-A,426G,011,A,Santilli,30/01/2018,Gearbox,PASS,CRB,45.65
1159H-094-A,1159H,094,A,Ginetta,31/01/2018,Gearbox,PASS,CRB,86.6
522-056R-A,522,056,A,X-raid,01/02/2018,Diff - Rear,FAIL,RC,54.25
1236-004-A,1236,004,A,Multimatic,02/02/2018,Gearbox,PASS,TO,146.65
522-057F-A,522,057,A,X-raid,02/02/2018,Diff - Front,PASS,RC,53.85
1159FA-091-A,1159FA,091,A,Oreca,02/02/2018,Gearbox,PASS,RC,66.05
1280-002-A,1280,002,A,Punch,02/02/2018,Gearbox,Pass,AMC,90.4
1529B-312-A,1529B,312,A,Lamborghini,06/02/2018,Gearbox,PASS,CRB,62.95
1529B-312-A,1529B,312,A,Lamborghini,07/02/2018,Gearbox,PASS,PS,62.95
1529B-319-A,1529B,319,A,Lamborghini,07/02/2018,Gearbox,PASS,PS,62.95
1529B-313-A,1529B,313,A,Lamborghini,07/02/2018,Gearbox,PASS,PS,62.95
1529B-314-A,1529B,314,A,Lamborghini,07/02/2018,Gearbox,PASS,PS,63.1
1529B-318-A,1529B,318,A,Lamborghini,07/02/2018,Gearbox,PASS,PS,62.95
1529B-317-A,1529B,317,A,Lamborghini,07/02/2018,Gearbox,FAIL,PS,63.05
1529B-315-A,1529B,315,A,Lamborghini,07/02/2018,Gearbox,PASS,RC,63.25
1529B-316-A,1529B,316,A,Lamborghini,07/02/2018,Gearbox,Pass,RC,63.2
1159FA-005-H,1159FA,005,H,Oreca,08/02/2018,Gearbox,PASS,RC,65.2
529Y-114-A,529Y,114,A,Nismo,08/02/2018,Gearbox,PASS,RC,66.2
529Y-115-A,529Y,115,A,Nismo,09/02/2018,Gearbox,PASS,CRB,66.25
1046-134-A,1046,134,A,JAS,06/02/2018,Gearbox,FAIL,PS,35.6
427J-004-A,427J,004,A,Jaguar,10/02/2018,Gearbox,PASS,RC,38.25
1264-001R-A,1264,001,A,Prodrive,12/02/2018,Diff,PASS,ML,44.2
1264-001R-A-HT,1264,001,A,Prodrive,12/02/2018,Diff,PASS,ML,44.2
1529D-006-A,1529D,006,A,Callaway,12/02/2018,Gearbox,PASS,PS,64.4
1236-003-C,1236,003,C,Mercades Amg,12/02/2018,Gearbox,FAIL,RC,147.55
1529F-005-A,1529F,005,A,Prodrive,14/02/2018,Gearbox,PASS,PS,58.9
1046T-052-A,1046T,052,A,Hyundai,14/02/2018,Gearbox,PASS,PS,37.6
1529F-006-A,1529F,006,A,Prodrive,14/02/2018,Gearbox,PASS,PS,58.95
1264-001-A,1264,001,A,Prodrive,14/02/2018,Gearbox,PASS,ML,81.3
1264-001-A_BH,1264,001,A,Prodrive,14/02/2018,Gearbox,FAIL,ML,81.3
1264-001-A,1264,001,A,Prodrive,15/02/2018,Gearbox,PASS,ML,81.3
1264-001-B,1264,001,B,Prodrive,15/02/2018,Gearbox,PASS,ML,80.3
626-007-C,626,007,C,Akron Sport,15/02/2018,Gearbox,FAIL,PS,72.2
1264-003R-A,1264,003,A,Prodrive,16/02/2018,Diff,PASS,PS,44.1
1159FC-093-B,1159FC,093,B,Dallara,16/02/2018,Gearbox,PASS,PS,64.45
1280-001-A,1280,001,A,Punch,16/02/2018,Gearbox,Pass,AMC,90.3
343-011-A,343,011,A,Rollcentre,19/02/2018,Gearbox,PASS,CRB,67.1
1046-133-A,1046,133,A,JAS,06/02/2018,Gearbox,FAIL,PS,35.6
1159FC-096-A,1159FC,096,A,Dallara Dpi,20/02/2018,Gearbox,FAIL,CRB,65.05
1159J-092-A,1159J,092,A,Dallara,21/02/2018,Gearbox,FAIL,PS,64.85
1152D-207-B,1152D,207,B,Dayvtec,21/02/2018,Gearbox,PASS,PS,67.55
1273-005-C,1273,005,C,Mahindra,22/02/2018,Gearbox,FAIL,CRB,20.6
1152-059-C,1152,059,C,360 Racing,22/02/2018,Gearbox,FAIL,CRB,64.65
529ZD-014-A,529ZD,014,A,BMW,22/02/2018,Gearbox,PASS,CRB,61.7
1192A-EP2-M,1192A,EP2,M,Pagani,21/02/2018,Gearbox,FAIL,PS,114.5
1192B-PM52-A,1192B,PM5,A,Pagani,22/02/2018,Gearbox,PASS,PS,114.3
1529B-320-A,1529B,320,A,Lamborghini,22/02/2018,Gearbox,PASS,PS,62.95
1274-007-B,1274,007,B,FFDR,23/02/2018,Gearbox,PASS,PS,20.05
1529B-322-A,1529B,322,A,Lamborghini,22/02/2018,Gearbox,FAIL,PS,62.95
1529B-321-A,1529B,321,A,Lamborghini,22/02/2018,Gearbox,FAIL,PS,63.05
529ZD-015-A,529ZD,015,A,BMW,23/02/2018,Gearbox,PASS,CRB,61.65
1046-135-A,1046,135,A,JAS,23/02/2018,Gearbox,FAIL,CRB,35.5
1159FA-056-B,1159FA,056,B,Oreca,22/02/2018,Gearbox,FAIL,CRB,64.8
1236-001-A,1236,001,A,Mercades Amg,23/02/2018,Gearbox,PASS,RC,146.5
1202C-112R-A,1202C,112,A,Skoda,24/02/2018,Diff,PASS,PS,36.45
1202C-110R-A,1202C,110,A,Skoda,24/02/2018,Diff,PASS,PS,36.4
1202C-107R-B,1202C,107,B,Skoda,24/02/2018,Diff,PASS,PS,36.4
1202C-108R-B,1202C,108,B,Skoda,24/02/2018,Diff,PASS,PS,36.4
1202C-106R-B,1202C,106,B,Skoda,24/02/2018,Diff,PASS,PS,36.5
1202C-105R-B,1202C,105,B,Skoda,25/02/2018,Diff,PASS,PS,36.5
1202C-109R-A,1202C,109,A,Skoda,26/02/2018,Diff,PASS,CRB,36.35
1202C-111R-A,1202C,111,A,Skoda,26/02/2018,Diff,PASS,CRB,36.35
1264-002R-A,1264,002,A,Prodrive,26/02/2018,Diff,PASS,PS,44.15
1264-002-A,1264,002,A,Prodrive,26/02/2018,Gearbox,PASS,CRB,81.25
1159FA-005-J,1159FA,005,J,Oreca,26/02/2018,Gearbox,PASS,PS,65.3
1202C-105-A,1202C,105,A,Skoda,26/02/2018,Gearbox,PASS,CRB,58.1
1202C-106-A,1202C,106,A,Skoda,26/02/2018,Gearbox,PASS,CRB,58.2
1046T-060-A,1046T,060,A,Hyundai,26/02/2018,Gearbox,PASS,CRB,37.15
1046T-058-A,1046T,058,A,Hyundai,26/02/2018,Gearbox,PASS,CRB,37.2
1046T-057-A,1046T,057,A,Hyundai,26/02/2018,Gearbox,PASS,CRB,37.15
522-058F-A,522,058,A,X-raid,27/02/2018,Diff - Front,PASS,PS,53.8
1202C-107-A,1202C,107,A,Skoda,27/02/2018,Gearbox,PASS,CRB,58.1
1159J-075-B,1159J,075,B,Dallara,27/02/2018,Gearbox,FAIL,PS,67.05
1202C-108-A,1202C,108,A,Skoda,27/02/2018,Gearbox,PASS,PS,58.05
1202C-109-A,1202C,109,A,Skoda,27/02/2018,Gearbox,PASS,CRB,58
1202C-110-A,1202C,110,A,Skoda,27/02/2018,Gearbox,PASS,CRB,58
1202C-112-A,1202C,112,A,Skoda,27/02/2018,Gearbox,PASS,PS,58.05
522-057R-A,522,057,A,X-raid,27/02/2018,Diff - Rear,PASS,PS,54.05
1202C-111-A,1202C,111,A,Skoda,27/02/2018,Gearbox,PASS,PS,58.1
1046T-059-A,1046T,059,A,Hyundai,27/02/2018,Gearbox,PASS,PS,37.2
1224B-005-A,1224B,005,A,TMG,23/02/2018,Gearbox,FAIL,PS,42.35
1224B-007-A_2.05,1224B,007,A,TMG,23/02/2018,Gearbox,PASS,PS,42.35
1224B-007-A,1224B,007,A,TMG,23/02/2018,Gearbox,PASS,PS,42.35
1224B-005-A,1224B,005,A,TMG,28/02/2018,Gearbox,PASS,PS,42.35
1236-005-B,1236,005,B,Mercades Amg,28/02/2018,Gearbox,FAIL,RC,145.1
1224B-007-A_2.3,1224B,007,A,TMG,23/02/2018,Gearbox,PASS,PS,42.35
1264B-002-A-90,1264B,002,A,Prodrive,01/03/2018,Gearbox,PASS,PS,40.6
1224B-007-A,1224B,007,A,TMG,28/02/2018,Gearbox,PASS,PS,42.35
1264-002-A,1264,002,A,Prodrive,01/03/2018,Gearbox,FAIL,PS,40.6
1192B-PM53-A,1192B,PM5,A,Pagani,01/03/2018,Gearbox,PASS,CRB,114.5
1236-006-A,1236,006,A,Mercades Amg,02/03/2018,Gearbox,PASS,RC,144.55
1192B-PM54-A,1192B,PM5,A,Pagani,02/03/2018,Gearbox,PASS,CRB,114.35
1280-005-A,1280,005,A,Punch,05/03/2018,Gearbox,Pass,AMC,90.35
1159FA-039-D,1159FA,039,D,Oreca,05/03/2018,Gearbox,PASS,RC,64.75
1273-001-D,1273,001,D,Mahindra,05/03/2018,Gearbox,PASS,PS,20.65
1280-004-A,1280,004,A,Punch,06/03/2018,Gearbox,Pass,AMC,90.35
1046-136-A,1046,136,A,JAS,07/03/2018,Gearbox,FAIL,RC,36.25
1046-137-A,1046,137,A,JAS,07/03/2018,Gearbox,FAIL,RC,36.25
1209-108-A,1209,108,A,Michelotto,08/03/2018,Gearbox,PASS,RC,66.25
1202C-113R-A,1202C,113,A,Skoda,07/03/2018,Diff,PASS,RC,36.35
1264-003-A-HT,1264,003,A,Prodrive,08/03/2018,Gearbox,PASS,PS,40.4
1209-107-A,1209,107,A,Michelotto,08/03/2018,Gearbox,PASS,RC,66.2
1202C-115R-A,1202C,115,A,Skoda,07/03/2018,Diff,PASS,RC,36.4
1202C-116R-A,1202C,116,A,Skoda,07/03/2018,Diff,PASS,RC,36.35
1276-001-A,1276,001,A,Pratt & Miller,09/03/2018,Gearbox,PASS,RC,59.4
1202C-113R-A,1202C,113,A,Skoda,09/03/2018,Diff,PASS,RC,36.35
1202C-114R-A,1202C,114,A,Skoda,09/03/2018,Diff,PASS,RC,36.4
1202C-115R-A,1202C,115,A,Skoda,09/03/2018,Diff,PASS,RC,36.4
1202C-116R-A,1202C,116,A,Skoda,09/03/2018,Diff,PASS,RC,36.35
529V-116-A,529V,116,A,NOVA,12/03/2018,Gearbox,PASS,RC,59
1152-145-B,1152,145,B,Frd Motorsport,13/03/2018,Gearbox,PASS,PS,67.15
1264-003-A,1264,003,A,Prodrive,13/03/2018,Gearbox,PASS,CRB,80.8
1287-001R-B,1287,001,B,TMG,13/03/2018,Diff,PASS,CRB,30.05
1152-102-B,1152,102,B,Frd Motorsport,13/03/2018,Gearbox,PASS,PS,67.15
1287-003R-B,1287,003,B,TMG,13/03/2018,Diff,PASS,CRB,29.95
1224-013-A,1224,013,A,TMG,13/03/2018,Gearbox,PASS,PS,62.3
1529B-323-A,1529B,323,A,Lamborghini,13/03/2018,Gearbox,PASS,CRB,62.9
1529B-324-A,1529B,324,A,Lamborghini,13/03/2018,Gearbox,PASS,CRB,63.05
1529B-325-A,1529B,325,A,Lamborghini,13/03/2018,Gearbox,PASS,CRB,62.85
1529B-326-A,1529B,326,A,Lamborghini,13/03/2018,Gearbox,PASS,CRB,63.35
1227D-002-B,1227D,002,B,DSD,13/03/2018,Gearbox,Pass,PS,44.5
1276-002-A1,1276,002,A,Pratt & Miller,14/03/2018,Gearbox,PASS,CRB,59.35
1159D-097-A,1159D,097,A,Bykolles,15/03/2018,Gearbox,PASS,CRB,66.8
1159FA-018-D,1159FA,018,D,Oreca,15/03/2018,Gearbox,PASS,CRB,64.8
1529D-007-A,1529D,007,A,Callaway,15/03/2018,Gearbox,PASS,CRB,65
1529D-008-A,1529D,008,A,Callaway,15/03/2018,Gearbox,PASS,CRB,64.95
1202C-114-A,1202C,114,A,Skoda,16/03/2018,Gearbox,PASS,RC,58.15
1202C-113-A,1202C,113,A,Skoda,16/03/2018,Gearbox,PASS,RC,57.95
529ZD-016-A,529ZD,016,A,BMW,16/03/2018,Gearbox,PASS,CRB,61.6
1202C-115-A,1202C,115,A,Skoda,16/03/2018,Gearbox,PASS,RC,58.1
529ZD-017-A,529ZD,017,A,BMW,16/03/2018,Gearbox,PASS,CRB,61.5
1202C-116-A,1202C,116,A,Skoda,16/03/2018,Gearbox,PASS,RC,57.95
1192C-PM55-A,1192C,PM5,A,Pagani,16/03/2018,Gearbox,PASS,RC,114.6
1280-003-A,1280,003,A,Punch,19/03/2018,Gearbox,Pass,AMC,90.4
1224B-006-B,1224B,006,B,TMG,19/03/2018,Gearbox,PASS,PS,42.35
1202C-119-A,1202C,119,A,Skoda,20/03/2018,Gearbox,PASS,PS,58.15
1202C-120R-A,1202C,120,A,Skoda,20/03/2018,Diff,PASS,PS,36.6
1202C-119R-A,1202C,119,A,Skoda,20/03/2018,Diff,PASS,PS,36.6
1224B-006-A,1224B,006,A,TMG,20/03/2018,Gearbox,PASS,PS,42.35
1224B-006-A_2.0,1224B,006,A,TMG,20/03/2018,Gearbox,PASS,PS,42.35
1202C-117R-A,1202C,117,A,Skoda,20/03/2018,Diff,PASS,PS,36.6
1202C-118R-A,1202C,118,A,Skoda,20/03/2018,Diff,PASS,PS,36.6
1202C-120-A,1202C,120,A,Skoda,20/03/2018,Gearbox,PASS,OP,58.05
1202C-117-A,1202C,117,A,Skoda,20/03/2018,Gearbox,FAIL,OP,58.2
1202C-118-A,1202C,118,A,Skoda,20/03/2018,Gearbox,FAIL,OP,57.95
1046T-019-B,1046T,019,B,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Hyundai,21/03/2018,Gearbox,PASS,CRB,37.2
1046T-036-B,1046T,036,B,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Hyundai,21/03/2018,Gearbox,PASS,RC,37.2
1046T-038-B,1046T,038,B,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Hyundai,21/03/2018,Gearbox,PASS,RC,37.2
1046-130-C,1046,130,C,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Hyundai,21/03/2018,Gearbox,PASS,RC,37.2
1284-001-A,1284,001,A,Dragon,21/03/2018,Gearbox,PASS,AMC,18.8
1159FC-033-B,1159FC,033,B,Davytec,21/03/2018,Gearbox,PASS,RC,65
1046-132-B,1046,132,B,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Hyundai,21/03/2018,Gearbox,PASS,RC,37.2
1283-001-A,1283,001,A,Mahindra,22/03/2018,Gearbox,PASS,ML,16.55
1046T-016-D,1046T,016,D,Hyundai,22/03/2018,Gearbox,PASS,OP,37.6
1276-002-A,1276,002,A,Pratt & Miller,22/03/2018,Gearbox,PASS,PS,59.35
1046-138-A,1046,138,A,JAS,22/03/2018,Gearbox,FAIL,RC,35.35
1046-139-A,1046,139,A,JAS,22/03/2018,Gearbox,FAIL,RC,35.4
1529B-328-A,1529B,328,A,Lamborghini,22/03/2018,Gearbox,PASS,OP,63.1
1529B-331-A,1529B,331,A,Lamborghini,22/03/2018,Gearbox,PASS,OP,63.05
1529B-330-A,1529B,330,A,Lamborghini,22/03/2018,Gearbox,PASS,OP,63
1529A-327-A,1529A,327,A,Mclaren Gt,22/03/2018,Gearbox,PASS,RC,57.55
1529B-329-A,1529B,329,A,Lamborghini,22/03/2018,Gearbox,PASS,PS,63
1529B-329-A_1,1529B,329,A,Lamborghini,22/03/2018,Gearbox,PASS,PS,63
1046T-017-D,1046T,017,D,Hyundai,23/03/2018,Gearbox,PASS,CRB,37.1
1046T-040-B,1046T,040,B,Hyundai,23/03/2018,Gearbox,PASS,CRB,37.2
